Invoice ID,Date,Customer type,Gender,Product line,Unit price,Quantity,Tax,Total,Payment,City,Discount,Month,Year,Day
499-68-5383,2019-11-07,Member,Female,Food and beverages,96.49,9,43.42,911.83,Cash,Mandalay,15,11,2019,Thursday
864-18-1716,2019-01-20,Member,Female,Sports and travel,93.74,4,18.75,393.71,Credit card,Naypyitaw,0,1,2019,Sunday
705-24-6112,2019-12-01,Normal,Male,Health and beauty,22.39,1,1.12,23.51,Cash,Yangon,0,12,2019,Sunday
817-69-6369,2019-06-23,Normal,Male,Home and lifestyle,37.34,8,14.94,313.66,Credit card,Naypyitaw,5,6,2019,Sunday
441-68-9695,2019-08-19,Normal,Female,Fashion accessories,71.51,4,14.3,300.34,Cash,Naypyitaw,15,8,2019,Monday
838-91-5390,2019-04-20,Normal,Female,Electronic accessories,46.15,6,13.84,290.74,Credit card,Yangon,5,4,2019,Saturday
599-59-5075,2019-05-21,Member,Female,Fashion accessories,33.18,10,16.59,348.39,Cash,Naypyitaw,15,5,2019,Tuesday
779-21-8308,2019-05-06,Normal,Female,Home and lifestyle,21.39,5,5.35,112.3,Credit card,Naypyitaw,0,5,2019,Monday
707-15-6588,2019-07-01,Member,Male,Home and lifestyle,80.8,2,8.08,169.68,Ewallet,Yangon,15,7,2019,Monday
394-54-2346,2019-11-17,Normal,Male,Fashion accessories,46.53,4,9.31,195.43,Cash,Yangon,5,11,2019,Sunday
384-32-3884,2019-12-02,Member,Male,Sports and travel,33.47,6,10.04,210.86,Cash,Mandalay,10,12,2019,Monday
130-67-4600,2019-12-26,Member,Male,Sports and travel,76.84,3,11.53,242.05,Ewallet,Naypyitaw,15,12,2019,Thursday
622-19-7572,2019-06-23,Normal,Male,Fashion accessories,19.9,4,3.98,83.58,Credit card,Yangon,10,6,2019,Sunday
714-23-4886,2019-08-20,Member,Female,Health and beauty,56.65,9,25.49,535.34,Cash,Mandalay,5,8,2019,Tuesday
588-78-4614,2019-04-04,Member,Female,Sports and travel,89.83,1,4.49,94.32,Ewallet,Naypyitaw,0,4,2019,Thursday
752-23-1066,2019-12-11,Member,Male,Food and beverages,28.57,6,8.57,179.99,Ewallet,Naypyitaw,5,12,2019,Wednesday
579-78-6688,2019-07-25,Normal,Male,Fashion accessories,24.89,5,6.22,130.67,Ewallet,Naypyitaw,15,7,2019,Thursday
562-59-1458,2019-10-13,Member,Male,Food and beverages,64.73,8,25.89,543.73,Cash,Yangon,10,10,2019,Sunday
963-71-8357,2019-01-04,Member,Female,Food and beverages,64.18,6,19.25,404.33,Cash,Mandalay,10,1,2019,Friday
318-42-9500,2019-08-29,Member,Male,Fashion accessories,49.61,3,7.44,156.27,Cash,Yangon,5,8,2019,Thursday
728-54-9430,2019-12-01,Member,Female,Health and beauty,74.04,9,33.32,699.68,Credit card,Naypyitaw,0,12,2019,Sunday
185-99-1312,2019-10-30,Normal,Female,Fashion accessories,58.95,8,23.58,495.18,Cash,Naypyitaw,10,10,2019,Wednesday
213-76-8443,2019-01-01,Normal,Female,Health and beauty,68.0,10,34.0,714.0,Credit card,Yangon,5,1,2019,Tuesday
801-47-6215,2019-08-18,Member,Male,Food and beverages,37.79,8,15.12,317.44,Ewallet,Mandalay,5,8,2019,Sunday
817-89-9394,2019-06-09,Member,Female,Food and beverages,61.58,5,15.39,323.29,Ewallet,Mandalay,5,6,2019,Sunday
628-86-5722,2019-11-30,Normal,Female,Sports and travel,70.36,10,35.18,738.78,Ewallet,Mandalay,10,11,2019,Saturday
243-43-2722,2019-12-16,Normal,Male,Fashion accessories,60.08,7,21.03,441.59,Ewallet,Naypyitaw,10,12,2019,Monday
192-27-3465,2019-08-11,Member,Female,Sports and travel,71.94,1,3.6,75.54,Ewallet,Naypyitaw,10,8,2019,Sunday
761-14-1238,2019-05-05,Member,Female,Sports and travel,24.35,9,10.96,230.11,Cash,Mandalay,15,5,2019,Sunday
706-79-5635,2019-12-06,Member,Female,Home and lifestyle,42.62,7,14.92,313.26,Credit card,Mandalay,15,12,2019,Friday
161-31-7923,2019-11-24,Normal,Female,Fashion accessories,69.01,10,34.51,724.61,Cash,Mandalay,15,11,2019,Sunday
677-28-6495,2019-04-09,Normal,Female,Health and beauty,17.05,10,8.53,179.03,Ewallet,Naypyitaw,15,4,2019,Tuesday
581-43-2733,2019-11-02,Normal,Female,Health and beauty,24.58,10,12.29,258.09,Ewallet,Yangon,5,11,2019,Saturday
980-83-5154,2019-06-14,Normal,Male,Fashion accessories,18.66,9,8.4,176.34,Ewallet,Mandalay,15,6,2019,Friday
774-81-6355,2019-03-14,Member,Male,Fashion accessories,33.82,8,13.53,284.09,Cash,Mandalay,5,3,2019,Thursday
538-93-1597,2019-12-18,Normal,Female,Health and beauty,92.99,7,32.55,683.48,Cash,Yangon,0,12,2019,Wednesday
216-67-1795,2019-09-22,Normal,Female,Electronic accessories,20.96,3,3.14,66.02,Cash,Naypyitaw,15,9,2019,Sunday
526-93-1762,2019-09-12,Normal,Female,Health and beauty,77.29,6,23.19,486.93,Cash,Mandalay,5,9,2019,Thursday
381-54-6641,2019-02-18,Member,Male,Home and lifestyle,57.91,1,2.9,60.81,Credit card,Mandalay,10,2,2019,Monday
315-57-2537,2019-11-13,Normal,Male,Electronic accessories,96.91,8,38.76,814.04,Credit card,Mandalay,5,11,2019,Wednesday
832-39-6464,2019-06-04,Normal,Male,Electronic accessories,79.7,5,19.93,418.43,Credit card,Naypyitaw,5,6,2019,Tuesday
205-46-4623,2019-11-27,Normal,Female,Home and lifestyle,59.72,8,23.89,501.65,Ewallet,Naypyitaw,0,11,2019,Wednesday
621-40-8496,2019-08-02,Normal,Female,Fashion accessories,36.78,1,1.84,38.62,Cash,Yangon,5,8,2019,Friday
555-33-8461,2019-08-21,Normal,Male,Home and lifestyle,41.46,5,10.37,217.67,Cash,Yangon,0,8,2019,Wednesday
686-48-6354,2019-06-29,Member,Male,Fashion accessories,39.19,4,7.84,164.6,Credit card,Yangon,15,6,2019,Saturday
226-81-3905,2019-07-13,Member,Male,Electronic accessories,66.93,6,20.08,421.66,Credit card,Naypyitaw,10,7,2019,Saturday
763-70-9698,2019-01-16,Normal,Male,Food and beverages,38.02,2,3.8,79.84,Ewallet,Naypyitaw,0,1,2019,Wednesday
835-38-5418,2019-04-10,Normal,Female,Electronic accessories,29.82,4,5.96,125.24,Credit card,Naypyitaw,0,4,2019,Wednesday
446-72-6420,2019-10-22,Normal,Female,Sports and travel,38.07,3,5.71,119.92,Credit card,Yangon,10,10,2019,Tuesday
655-93-9876,2019-03-07,Member,Female,Home and lifestyle,29.29,3,4.39,92.26,Ewallet,Yangon,15,3,2019,Thursday
469-14-9315,2019-11-04,Member,Male,Electronic accessories,44.69,3,6.7,140.77,Ewallet,Naypyitaw,15,11,2019,Monday
851-19-9957,2019-10-16,Normal,Male,Home and lifestyle,20.73,6,6.22,130.6,Cash,Mandalay,10,10,2019,Wednesday
172-79-2977,2019-08-07,Member,Male,Food and beverages,34.35,7,12.02,252.47,Ewallet,Mandalay,0,8,2019,Wednesday
263-64-1451,2019-12-02,Member,Female,Fashion accessories,22.01,3,3.3,69.33,Cash,Naypyitaw,0,12,2019,Monday
692-35-3970,2019-02-05,Normal,Female,Food and beverages,92.86,7,32.5,682.52,Ewallet,Yangon,15,2,2019,Tuesday
851-43-1568,2019-03-11,Member,Male,Electronic accessories,89.2,9,40.14,842.94,Cash,Naypyitaw,0,3,2019,Monday
471-53-8095,2019-10-16,Member,Male,Food and beverages,47.27,8,18.91,397.07,Cash,Naypyitaw,5,10,2019,Wednesday
673-51-1273,2019-08-16,Member,Male,Sports and travel,98.2,6,29.46,618.66,Ewallet,Yangon,15,8,2019,Friday
340-80-5389,2019-11-25,Member,Male,Food and beverages,67.21,8,26.88,564.56,Cash,Yangon,5,11,2019,Monday
937-79-7603,2019-09-05,Normal,Female,Home and lifestyle,78.38,5,19.59,411.49,Cash,Yangon,15,9,2019,Thursday
639-75-7271,2019-01-09,Member,Male,Food and beverages,93.82,2,9.38,197.02,Cash,Mandalay,10,1,2019,Wednesday
561-58-1446,2019-06-20,Normal,Female,Health and beauty,94.16,7,32.96,692.08,Ewallet,Mandalay,5,6,2019,Thursday
868-58-4436,2019-12-14,Member,Female,Electronic accessories,16.95,4,3.39,71.19,Credit card,Naypyitaw,5,12,2019,Saturday
636-92-1289,2019-01-09,Normal,Female,Food and beverages,25.5,1,1.28,26.78,Cash,Naypyitaw,10,1,2019,Wednesday
938-86-9427,2019-05-10,Normal,Female,Home and lifestyle,73.85,9,33.23,697.88,Ewallet,Yangon,15,5,2019,Friday
577-52-8550,2019-04-05,Normal,Female,Home and lifestyle,51.84,7,18.14,381.02,Credit card,Naypyitaw,5,4,2019,Friday
729-66-3833,2019-03-22,Member,Male,Health and beauty,78.18,1,3.91,82.09,Cash,Yangon,0,3,2019,Friday
536-92-6806,2019-07-02,Member,Female,Fashion accessories,15.7,5,3.93,82.43,Credit card,Yangon,0,7,2019,Tuesday
547-48-5285,2019-11-10,Member,Male,Food and beverages,61.39,4,12.28,257.84,Credit card,Naypyitaw,10,11,2019,Sunday
536-27-4332,2019-06-06,Normal,Male,Home and lifestyle,47.6,7,16.66,349.86,Cash,Naypyitaw,5,6,2019,Thursday
291-29-8466,2019-08-07,Member,Female,Home and lifestyle,97.16,7,34.01,714.13,Credit card,Yangon,15,8,2019,Wednesday
490-85-8281,2019-10-28,Member,Female,Health and beauty,21.7,6,6.51,136.71,Cash,Yangon,0,10,2019,Monday
975-62-1876,2019-10-19,Normal,Male,Sports and travel,10.44,8,4.18,87.7,Credit card,Naypyitaw,15,10,2019,Saturday
305-23-5958,2019-07-06,Member,Male,Electronic accessories,88.31,7,30.91,649.08,Cash,Naypyitaw,10,7,2019,Saturday
587-29-7288,2019-11-20,Member,Female,Food and beverages,95.21,1,4.76,99.97,Cash,Mandalay,0,11,2019,Wednesday
762-97-5293,2019-03-14,Member,Male,Health and beauty,73.81,10,36.91,775.01,Ewallet,Yangon,0,3,2019,Thursday
542-27-7667,2019-07-12,Normal,Female,Health and beauty,19.66,10,9.83,206.43,Cash,Mandalay,0,7,2019,Friday
433-58-6953,2019-11-19,Member,Female,Fashion accessories,72.74,1,3.64,76.38,Ewallet,Naypyitaw,0,11,2019,Tuesday
273-59-7243,2019-06-25,Normal,Male,Electronic accessories,61.97,10,30.99,650.69,Ewallet,Yangon,10,6,2019,Tuesday
530-41-4986,2019-03-05,Normal,Female,Home and lifestyle,96.28,6,28.88,606.56,Ewallet,Naypyitaw,15,3,2019,Tuesday
618-59-8760,2019-04-18,Normal,Female,Fashion accessories,31.15,2,3.12,65.42,Ewallet,Yangon,5,4,2019,Thursday
361-83-3946,2019-09-01,Normal,Male,Electronic accessories,39.34,6,11.8,247.84,Cash,Naypyitaw,0,9,2019,Sunday
754-88-7208,2019-10-03,Member,Male,Electronic accessories,89.85,4,17.97,377.37,Credit card,Mandalay,15,10,2019,Thursday
589-40-9934,2019-06-15,Member,Female,Health and beauty,88.79,8,35.52,745.84,Cash,Yangon,5,6,2019,Saturday
397-32-2336,2019-08-04,Member,Female,Fashion accessories,51.22,9,23.05,484.03,Ewallet,Naypyitaw,15,8,2019,Sunday
245-85-1209,2019-12-10,Member,Male,Electronic accessories,13.68,10,6.84,143.64,Ewallet,Naypyitaw,10,12,2019,Tuesday
695-77-4060,2019-02-04,Normal,Male,Health and beauty,45.76,5,11.44,240.24,Credit card,Mandalay,10,2,2019,Monday
949-68-7589,2019-03-14,Member,Female,Electronic accessories,70.54,7,24.69,518.47,Ewallet,Yangon,15,3,2019,Thursday
262-94-4855,2019-08-26,Normal,Female,Health and beauty,26.54,9,11.94,250.8,Credit card,Naypyitaw,15,8,2019,Monday
363-88-3902,2019-04-05,Normal,Female,Home and lifestyle,61.07,2,6.11,128.25,Cash,Yangon,10,4,2019,Friday
771-42-7076,2019-12-05,Member,Male,Electronic accessories,19.83,8,7.93,166.57,Ewallet,Mandalay,10,12,2019,Thursday
972-92-5527,2019-12-14,Normal,Male,Fashion accessories,38.54,6,11.56,242.8,Credit card,Naypyitaw,10,12,2019,Saturday
369-47-2338,2019-05-25,Member,Male,Sports and travel,89.24,9,40.16,843.32,Credit card,Naypyitaw,5,5,2019,Saturday
503-11-5752,2019-09-03,Member,Male,Electronic accessories,61.53,7,21.54,452.25,Credit card,Yangon,15,9,2019,Tuesday
641-43-6529,2019-04-13,Normal,Female,Home and lifestyle,70.3,9,31.63,664.33,Credit card,Yangon,15,4,2019,Saturday
282-19-6472,2019-06-26,Normal,Male,Fashion accessories,77.73,7,27.21,571.32,Credit card,Yangon,5,6,2019,Wednesday
293-60-3740,2019-04-06,Member,Male,Health and beauty,65.57,8,26.23,550.79,Credit card,Yangon,15,4,2019,Saturday
768-28-5470,2019-11-24,Normal,Male,Food and beverages,61.55,8,24.62,517.02,Ewallet,Yangon,15,11,2019,Sunday
741-89-3766,2019-01-07,Normal,Male,Home and lifestyle,72.17,3,10.83,227.34,Ewallet,Yangon,0,1,2019,Monday
387-46-3457,2019-06-09,Member,Male,Fashion accessories,38.07,4,7.61,159.89,Cash,Naypyitaw,15,6,2019,Sunday
973-94-3388,2019-04-23,Member,Male,Fashion accessories,96.21,5,24.05,505.1,Cash,Mandalay,10,4,2019,Tuesday
561-11-8490,2019-05-05,Normal,Female,Fashion accessories,93.15,10,46.58,978.08,Cash,Yangon,0,5,2019,Sunday
402-28-1295,2019-09-22,Member,Female,Sports and travel,70.36,2,7.04,147.76,Ewallet,Yangon,15,9,2019,Sunday
680-16-5513,2019-02-27,Normal,Male,Home and lifestyle,30.09,3,4.51,94.78,Ewallet,Naypyitaw,10,2,2019,Wednesday
986-87-6908,2019-07-24,Member,Male,Home and lifestyle,16.56,1,0.83,17.39,Ewallet,Mandalay,0,7,2019,Wednesday
473-56-8321,2019-03-10,Normal,Male,Electronic accessories,56.27,1,2.81,59.08,Credit card,Naypyitaw,0,3,2019,Sunday
331-83-5157,2019-10-13,Member,Female,Sports and travel,69.23,7,24.23,508.84,Ewallet,Yangon,5,10,2019,Sunday
702-54-1119,2019-06-23,Normal,Female,Fashion accessories,17.36,1,0.87,18.23,Cash,Naypyitaw,10,6,2019,Sunday
609-21-8070,2019-06-11,Member,Female,Electronic accessories,19.12,2,1.91,40.15,Ewallet,Naypyitaw,0,6,2019,Tuesday
661-20-5067,2019-11-09,Normal,Male,Electronic accessories,28.9,10,14.45,303.45,Credit card,Naypyitaw,0,11,2019,Saturday
665-63-4741,2019-07-30,Normal,Male,Sports and travel,99.14,10,49.57,1040.97,Ewallet,Yangon,15,7,2019,Tuesday
772-58-9008,2019-01-03,Normal,Female,Food and beverages,37.39,1,1.87,39.26,Credit card,Mandalay,10,1,2019,Thursday
326-45-3985,2019-01-03,Member,Female,Home and lifestyle,66.95,1,3.35,70.3,Credit card,Mandalay,5,1,2019,Thursday
983-31-6123,2019-07-22,Member,Male,Sports and travel,14.92,5,3.73,78.33,Credit card,Mandalay,10,7,2019,Monday
499-48-7605,2019-07-14,Normal,Female,Health and beauty,12.3,2,1.23,25.83,Ewallet,Yangon,10,7,2019,Sunday
230-90-2734,2019-04-29,Member,Male,Fashion accessories,22.74,3,3.41,71.63,Credit card,Mandalay,0,4,2019,Monday
699-16-5937,2019-03-16,Normal,Male,Home and lifestyle,82.29,10,41.15,864.05,Ewallet,Naypyitaw,15,3,2019,Saturday
830-85-9561,2019-01-11,Member,Female,Health and beauty,85.06,7,29.77,625.19,Ewallet,Naypyitaw,0,1,2019,Friday
313-80-9052,2019-02-01,Member,Male,Food and beverages,82.92,1,4.15,87.07,Credit card,Yangon,10,2,2019,Friday
672-42-9516,2019-07-18,Normal,Female,Fashion accessories,95.16,8,38.06,799.34,Credit card,Yangon,15,7,2019,Thursday
174-35-3071,2019-03-19,Normal,Female,Fashion accessories,18.01,1,0.9,18.91,Credit card,Yangon,0,3,2019,Tuesday
729-50-9070,2019-07-26,Member,Male,Health and beauty,15.87,3,2.38,49.99,Ewallet,Yangon,15,7,2019,Friday
709-25-2112,2019-08-10,Member,Female,Fashion accessories,68.3,9,30.73,645.43,Credit card,Mandalay,10,8,2019,Saturday
888-19-1525,2019-11-04,Member,Male,Sports and travel,64.75,5,16.19,339.94,Ewallet,Yangon,5,11,2019,Monday
867-71-5705,2019-08-11,Member,Female,Electronic accessories,35.34,7,12.37,259.75,Credit card,Mandalay,10,8,2019,Sunday
920-25-1015,2019-10-23,Normal,Female,Health and beauty,12.92,2,1.29,27.13,Cash,Naypyitaw,5,10,2019,Wednesday
821-10-1236,2019-10-06,Member,Female,Electronic accessories,12.0,3,1.8,37.8,Cash,Yangon,15,10,2019,Sunday
268-88-5792,2019-06-17,Member,Male,Home and lifestyle,25.56,1,1.28,26.84,Ewallet,Naypyitaw,15,6,2019,Monday
185-10-4567,2019-10-26,Normal,Male,Health and beauty,71.0,4,14.2,298.2,Cash,Naypyitaw,0,10,2019,Saturday
816-38-4896,2019-11-19,Member,Female,Fashion accessories,77.65,10,38.83,815.33,Cash,Mandalay,10,11,2019,Tuesday
484-75-1991,2019-09-22,Member,Female,Fashion accessories,79.27,7,27.74,582.63,Ewallet,Yangon,10,9,2019,Sunday
199-41-4945,2019-05-12,Member,Female,Home and lifestyle,10.82,5,2.71,56.81,Credit card,Mandalay,5,5,2019,Sunday
754-60-5338,2019-12-01,Normal,Female,Fashion accessories,70.45,4,14.09,295.89,Cash,Naypyitaw,0,12,2019,Sunday
584-38-1549,2019-08-01,Normal,Male,Fashion accessories,85.76,2,8.58,180.1,Ewallet,Mandalay,15,8,2019,Thursday
781-74-1356,2019-01-21,Member,Male,Sports and travel,76.35,8,30.54,641.34,Credit card,Mandalay,15,1,2019,Monday
161-46-2178,2019-06-24,Normal,Female,Sports and travel,27.44,7,9.6,201.68,Cash,Yangon,0,6,2019,Monday
501-77-7958,2019-08-20,Normal,Female,Sports and travel,64.72,6,19.42,407.74,Cash,Mandalay,10,8,2019,Tuesday
929-34-7549,2019-12-22,Normal,Male,Electronic accessories,36.62,10,18.31,384.51,Credit card,Yangon,5,12,2019,Sunday
733-44-3725,2019-06-07,Member,Male,Fashion accessories,75.77,7,26.52,556.91,Credit card,Naypyitaw,0,6,2019,Friday
149-73-6794,2019-01-19,Normal,Male,Food and beverages,33.42,7,11.7,245.64,Ewallet,Naypyitaw,0,1,2019,Saturday
786-36-7393,2019-11-25,Member,Female,Food and beverages,42.21,1,2.11,44.32,Cash,Naypyitaw,0,11,2019,Monday
736-75-6150,2019-10-25,Normal,Female,Fashion accessories,95.87,1,4.79,100.66,Credit card,Yangon,5,10,2019,Friday
350-12-2258,2019-11-10,Member,Female,Electronic accessories,65.93,6,19.78,415.36,Cash,Yangon,5,11,2019,Sunday
912-56-5034,2019-03-23,Normal,Male,Electronic accessories,19.85,1,0.99,20.84,Credit card,Naypyitaw,10,3,2019,Saturday
404-25-1280,2019-08-25,Member,Male,Fashion accessories,21.53,5,5.38,113.03,Ewallet,Naypyitaw,15,8,2019,Sunday
646-38-8591,2019-06-13,Normal,Female,Home and lifestyle,45.0,1,2.25,47.25,Ewallet,Mandalay,15,6,2019,Thursday
250-25-9107,2019-04-21,Member,Male,Sports and travel,37.44,8,14.98,314.5,Credit card,Mandalay,15,4,2019,Sunday
555-30-6664,2019-08-23,Member,Female,Food and beverages,70.6,3,10.59,222.39,Ewallet,Mandalay,15,8,2019,Friday
817-26-1843,2019-02-21,Normal,Male,Food and beverages,47.02,7,16.46,345.6,Ewallet,Naypyitaw,15,2,2019,Thursday
801-25-2933,2019-12-19,Normal,Female,Home and lifestyle,52.14,5,13.04,273.74,Ewallet,Yangon,5,12,2019,Thursday
498-51-8138,2019-12-22,Normal,Female,Health and beauty,74.49,2,7.45,156.43,Credit card,Yangon,10,12,2019,Sunday
575-46-6785,2019-03-02,Member,Female,Fashion accessories,48.07,2,4.81,100.95,Credit card,Yangon,5,3,2019,Saturday
385-20-4953,2019-03-05,Normal,Male,Health and beauty,60.47,8,24.19,507.95,Cash,Yangon,0,3,2019,Tuesday
992-31-4628,2019-04-21,Member,Male,Home and lifestyle,84.27,2,8.43,176.97,Ewallet,Mandalay,10,4,2019,Sunday
653-99-2374,2019-04-03,Member,Female,Sports and travel,27.73,10,13.87,291.17,Cash,Yangon,0,4,2019,Wednesday
446-39-8287,2019-06-02,Member,Female,Health and beauty,36.76,3,5.51,115.79,Ewallet,Yangon,5,6,2019,Sunday
295-85-8288,2019-01-02,Member,Male,Health and beauty,44.8,4,8.96,188.16,Credit card,Naypyitaw,15,1,2019,Wednesday
774-10-3693,2019-05-13,Member,Male,Health and beauty,69.64,10,34.82,731.22,Ewallet,Mandalay,5,5,2019,Monday
259-84-9747,2019-08-25,Normal,Female,Health and beauty,77.85,2,7.79,163.49,Cash,Mandalay,0,8,2019,Sunday
790-59-7947,2019-05-20,Member,Female,Health and beauty,29.45,10,14.73,309.23,Credit card,Naypyitaw,5,5,2019,Monday
836-54-3937,2019-08-03,Member,Female,Food and beverages,93.34,5,23.34,490.04,Credit card,Mandalay,5,8,2019,Saturday
523-45-4940,2019-12-07,Normal,Female,Home and lifestyle,57.3,6,17.19,360.99,Credit card,Yangon,10,12,2019,Saturday
990-42-3577,2019-02-17,Normal,Female,Fashion accessories,53.68,1,2.68,56.36,Credit card,Yangon,10,2,2019,Sunday
335-71-1158,2019-12-11,Normal,Male,Home and lifestyle,31.05,7,10.87,228.22,Cash,Naypyitaw,15,12,2019,Wednesday
247-16-4901,2019-09-15,Member,Male,Electronic accessories,72.1,10,36.05,757.05,Ewallet,Mandalay,0,9,2019,Sunday
236-22-8166,2019-06-21,Member,Male,Food and beverages,18.04,8,7.22,151.54,Cash,Yangon,15,6,2019,Friday
347-39-9366,2019-07-01,Member,Female,Health and beauty,40.01,5,10.0,210.05,Credit card,Naypyitaw,5,7,2019,Monday
475-20-9995,2019-03-26,Member,Female,Food and beverages,85.4,2,8.54,179.34,Credit card,Mandalay,0,3,2019,Tuesday
799-40-9494,2019-05-26,Member,Male,Fashion accessories,14.53,7,5.09,106.8,Credit card,Mandalay,5,5,2019,Sunday
267-68-7992,2019-01-11,Normal,Female,Fashion accessories,57.97,1,2.9,60.87,Cash,Yangon,5,1,2019,Friday
560-82-5013,2019-09-11,Normal,Male,Sports and travel,59.57,5,14.89,312.74,Credit card,Naypyitaw,0,9,2019,Wednesday
808-67-4165,2019-03-13,Member,Male,Electronic accessories,55.03,8,22.01,462.25,Cash,Naypyitaw,15,3,2019,Wednesday
779-73-2355,2019-06-09,Member,Male,Food and beverages,53.93,5,13.48,283.13,Ewallet,Naypyitaw,5,6,2019,Sunday
396-39-9166,2019-09-08,Member,Male,Food and beverages,94.58,5,23.64,496.54,Ewallet,Yangon,0,9,2019,Sunday
551-23-9662,2019-09-25,Member,Male,Fashion accessories,29.84,7,10.44,219.32,Credit card,Mandalay,10,9,2019,Wednesday
983-25-4724,2019-01-24,Normal,Male,Sports and travel,21.58,10,10.79,226.59,Ewallet,Mandalay,15,1,2019,Thursday
481-70-7678,2019-08-04,Member,Female,Health and beauty,85.55,2,8.55,179.65,Cash,Yangon,0,8,2019,Sunday
153-72-4269,2019-10-07,Normal,Female,Home and lifestyle,95.16,1,4.76,99.92,Cash,Yangon,10,10,2019,Monday
413-47-1775,2019-03-31,Normal,Male,Home and lifestyle,35.63,1,1.78,37.41,Credit card,Yangon,0,3,2019,Sunday
772-50-6751,2019-08-27,Member,Male,Home and lifestyle,85.27,6,25.58,537.2,Credit card,Yangon,15,8,2019,Tuesday
920-67-9867,2019-04-04,Normal,Male,Food and beverages,81.01,3,12.15,255.18,Cash,Mandalay,5,4,2019,Thursday
733-85-7091,2019-12-29,Member,Male,Food and beverages,99.23,8,39.69,833.53,Credit card,Mandalay,15,12,2019,Sunday
954-40-2706,2019-08-09,Member,Female,Food and beverages,95.59,8,38.24,802.96,Ewallet,Mandalay,5,8,2019,Friday
294-96-1040,2019-10-01,Member,Female,Food and beverages,96.4,2,9.64,202.44,Ewallet,Naypyitaw,0,10,2019,Tuesday
580-69-7385,2019-11-14,Normal,Female,Fashion accessories,28.25,7,9.89,207.64,Credit card,Yangon,5,11,2019,Thursday
149-23-3463,2019-11-05,Normal,Female,Fashion accessories,69.7,9,31.37,658.67,Ewallet,Mandalay,10,11,2019,Tuesday
574-37-8712,2019-03-09,Member,Female,Electronic accessories,41.41,1,2.07,43.48,Credit card,Naypyitaw,15,3,2019,Saturday
815-59-5881,2019-06-08,Member,Male,Electronic accessories,39.01,10,19.5,409.6,Credit card,Naypyitaw,15,6,2019,Saturday
497-95-3492,2019-02-28,Member,Female,Health and beauty,70.55,2,7.05,148.15,Cash,Naypyitaw,5,2,2019,Thursday
209-93-5795,2019-10-12,Member,Male,Home and lifestyle,24.04,1,1.2,25.24,Ewallet,Yangon,10,10,2019,Saturday
669-30-4797,2019-06-09,Normal,Female,Health and beauty,15.13,5,3.78,79.43,Credit card,Yangon,10,6,2019,Sunday
987-32-9055,2019-10-13,Member,Male,Electronic accessories,44.91,6,13.47,282.93,Credit card,Naypyitaw,0,10,2019,Sunday
900-50-4949,2019-07-06,Member,Female,Sports and travel,94.5,5,23.62,496.12,Credit card,Naypyitaw,10,7,2019,Saturday
666-45-9314,2019-10-05,Member,Female,Sports and travel,36.82,1,1.84,38.66,Ewallet,Mandalay,15,10,2019,Saturday
680-92-3719,2019-08-16,Member,Male,Sports and travel,62.78,6,18.83,395.51,Ewallet,Mandalay,15,8,2019,Friday
305-52-9048,2019-03-27,Member,Female,Health and beauty,37.12,9,16.7,350.78,Credit card,Naypyitaw,10,3,2019,Wednesday
894-15-4239,2019-06-30,Normal,Male,Electronic accessories,31.43,1,1.57,33.0,Credit card,Naypyitaw,5,6,2019,Sunday
151-42-4667,2019-09-10,Normal,Male,Home and lifestyle,59.18,10,29.59,621.39,Credit card,Naypyitaw,5,9,2019,Tuesday
573-18-7126,2019-11-22,Normal,Female,Sports and travel,16.4,2,1.64,34.44,Cash,Naypyitaw,10,11,2019,Friday
141-68-2519,2019-12-09,Member,Male,Electronic accessories,25.3,3,3.8,79.7,Credit card,Yangon,0,12,2019,Monday
931-63-1038,2019-05-08,Normal,Male,Food and beverages,43.83,2,4.38,92.04,Ewallet,Mandalay,5,5,2019,Wednesday
861-23-5318,2019-09-24,Member,Female,Home and lifestyle,97.34,3,14.6,306.62,Cash,Mandalay,10,9,2019,Tuesday
487-56-2508,2019-09-20,Normal,Male,Home and lifestyle,11.24,10,5.62,118.02,Ewallet,Yangon,10,9,2019,Friday
844-19-7179,2019-11-20,Member,Male,Health and beauty,85.41,4,17.08,358.72,Cash,Naypyitaw,10,11,2019,Wednesday
923-92-2595,2019-01-28,Member,Male,Fashion accessories,84.18,6,25.25,530.33,Credit card,Yangon,0,1,2019,Monday
497-54-7082,2019-08-16,Member,Male,Food and beverages,30.28,6,9.08,190.76,Cash,Mandalay,5,8,2019,Friday
631-11-4409,2019-04-21,Member,Female,Home and lifestyle,25.05,10,12.53,263.03,Cash,Naypyitaw,10,4,2019,Sunday
905-89-3258,2019-12-03,Member,Female,Electronic accessories,48.37,8,19.35,406.31,Cash,Naypyitaw,10,12,2019,Tuesday
461-87-8911,2019-08-10,Normal,Female,Sports and travel,83.55,4,16.71,350.91,Ewallet,Naypyitaw,10,8,2019,Saturday
606-50-2289,2019-07-03,Member,Male,Fashion accessories,72.55,1,3.63,76.18,Cash,Yangon,0,7,2019,Wednesday
271-69-2520,2019-01-26,Normal,Male,Home and lifestyle,66.34,9,29.85,626.91,Cash,Mandalay,5,1,2019,Saturday
103-92-6929,2019-12-09,Normal,Female,Sports and travel,70.25,4,14.05,295.05,Credit card,Naypyitaw,15,12,2019,Monday
